Date,Monthly Total Precipitation (in),Monthly Average Mean Temperature (degF),Monthly Total Snowfall (in),City
2015-07,2,57.58,0,Valdez
2015-08,2.26,58.1,0,Valdez
2015-09,6.24,48.03,0,Valdez
2015-10,1.68,42.08,0,Valdez
2015-11,0.06,35,1.2,Valdez
2015-12,,,,Valdez
2016-01,,,,Valdez
2016-02,,,,Valdez
2016-03,,,,Valdez
2016-04,,,,Valdez
2016-05,,,,Valdez
2016-06,,,,Valdez
2016-07,,,,Valdez
2016-08,,,,Valdez
2016-09,,,,Valdez
2016-10,,,,Valdez
2016-11,,,,Valdez
2016-12,,,,Valdez
2017-01,,,,Valdez
2017-02,,,,Valdez
2017-03,,,,Valdez
2017-04,,,,Valdez
2017-05,,,,Valdez
2017-06,,,,Valdez
2017-07,,,,Valdez
2017-08,,,,Valdez
2017-09,,,,Valdez
2017-10,,,,Valdez
2017-11,,,,Valdez
2017-12,,,,Valdez
2018-01,,,,Valdez
2018-02,,,,Valdez
2018-03,,,,Valdez
2018-04,,,,Valdez
2018-05,,,,Valdez
2018-06,,,,Valdez
2018-07,,,,Valdez
2018-08,,,,Valdez
2018-09,,,,Valdez
2018-10,,,,Valdez
2018-11,,,,Valdez
2018-12,,,,Valdez
2019-01,,,,Valdez
2019-02,,,,Valdez
2019-03,,,,Valdez
2019-04,,,,Valdez
2019-05,,,,Valdez
2019-06,,,,Valdez
2019-07,,,,Valdez
2019-08,,,,Valdez
2019-09,,,,Valdez
2019-10,,,,Valdez
2019-11,,,,Valdez
2019-12,,,,Valdez
2020-01,,,,Valdez
2020-02,,,,Valdez
2020-03,,,,Valdez
2020-04,,,,Valdez
2020-05,,,,Valdez
2020-06,,,,Valdez
2020-07,,,,Valdez
2020-08,,,,Valdez
2020-09,,,,Valdez
2020-10,,,,Valdez
2020-11,,,,Valdez
2020-12,,,,Valdez
2021-01,,,,Valdez
2021-02,,,,Valdez
2021-03,,,,Valdez
2021-04,,,,Valdez
2021-05,,,,Valdez
2021-06,,,,Valdez
2021-07,,,,Valdez
2021-08,,,,Valdez
2021-09,,,,Valdez
2021-10,,,,Valdez
2021-11,,,,Valdez
2021-12,,,,Valdez
2022-01,,,,Valdez
2022-02,,,,Valdez
2022-03,,,,Valdez
2022-04,,,,Valdez
2022-05,,,,Valdez
2022-06,,,,Valdez
2022-07,,,,Valdez
2022-08,,,,Valdez
2022-09,,,,Valdez
2022-10,,,,Valdez
2022-11,,,,Valdez
2022-12,,,,Valdez
2023-01,,,,Valdez
2023-02,,,,Valdez
2023-03,,,,Valdez
2023-04,,,,Valdez
2023-05,,,,Valdez
2023-06,,,,Valdez
2023-07,,,,Valdez
2023-08,,,,Valdez
2023-09,,,,Valdez
2023-10,,,,Valdez
2023-11,,,,Valdez
2023-12,,,,Valdez
2024-01,,,,Valdez
